Year,Paper ID,Title,Author,Affiliation,Country,Latitude,Longitude,Coordinates,Keywords
2023,7513,PDF/mail: From Theory Towards Practice,Christopher Prom,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891",Email; File Format; Specification Development; Software; Metadata
2023,7513,PDF/mail: From Theory Towards Practice,Eden Irwin,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891",Email; File Format; Specification Development; Software; Metadata
2022,120,Evaluating a Taxonomy for Video Game Development Artifacts: Archival Taxonomies in Highly Innovative Domains,Marc Schmalz,University of Washington,United States,37.09024,-95.712891,"37.09024, -95.712891","Metadata, Games, Taxonomy Evaluation"
2023,8173,Publishing Agricultural Data From the Morrow Plots: the Value and Logistics of Preserving a Long-Term Research Experiment,Heidi J. Imker,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891","data, agriculture, archives, curation, collaboration"
2022,120,Evaluating a Taxonomy for Video Game Development Artifacts: Archival Taxonomies in Highly Innovative Domains,Tara Disher,University of Washington,United States,37.09024,-95.712891,"37.09024, -95.712891","Metadata, Games, Taxonomy Evaluation"
2022,121,Repository Speed Dating: A methodology for narrowing the field,Sven Schlarb,Austrian Institute of Technology,Austria,47.516231,14.550072,"47.516231, 14.550072","OAIS, selecting, matrix, evaluation, working-together"
2023,4628,The Curricular Asset Warehouse At The University Of Illinois: A Digital Archive’s Sustainability Case Study,Jimi Jones,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891",Media Asset Management; Sustainability; Electronic Waste
2022,121,Repository Speed Dating: A methodology for narrowing the field,Karin Bredenberg,Kommunalförbundet Sydarkivera,Sweden,60.128161,18.643501,"60.128161, 18.643501","OAIS, selecting, matrix, evaluation, working-together"
2023,8173,Publishing Agricultural Data From the Morrow Plots: the Value and Logistics of Preserving a Long-Term Research Experiment,Joshua Henry,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891","data, agriculture, archives, curation, collaboration"
2023,6322,Metadata That Excludes: A Case Study of the Rock Springs Massacre in Digital Collections,Karen Wickett,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891","metadata, digital collections, archival silence"
2023,4628,The Curricular Asset Warehouse At The University Of Illinois: A Digital Archive’s Sustainability Case Study,Karin Hodgin Jones,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891",Media Asset Management; Sustainability; Electronic Waste
2022,121,Repository Speed Dating: A methodology for narrowing the field,Carl Wilson,Open Preservation Foundation,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","OAIS, selecting, matrix, evaluation, working-together"
2023,4628,The Curricular Asset Warehouse At The University Of Illinois: A Digital Archive’s Sustainability Case Study,Liam Moran,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891",Media Asset Management; Sustainability; Electronic Waste
2023,8019,I Got A Letter From My Past Self: (Un)managed Change and Provenance,Michael Gryk,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891","provenance, managed change, identity, temporality"
2023,8414,"Retrospective, Subjunctive, Prospective: Provenance Challenges Across Time",Michael Gryk,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891","provenance, authenticity, evidence, archival values, information theory"
2023,1132,Find the Missing Piece: Adding Digital Preservation to the NFT Trading Ecosystem,Pengyin Shan,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891","non-fungible tokens (NFTs), digital preservation, metadata standard, NFT trading, NFT flaw"
2023,4628,The Curricular Asset Warehouse At The University Of Illinois: A Digital Archive’s Sustainability Case Study,Robyn Bianconi,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891",Media Asset Management; Sustainability; Electronic Waste
2022,122,Making Risk Modeling Accessible With DiAGRAM,David Underdown,"The National Archives, UK",United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","web accessibility, risk modeling"
2023,7513,PDF/mail: From Theory Towards Practice,Ruby Martinez,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891",Email; File Format; Specification Development; Software; Metadata
2023,6322,Metadata That Excludes: A Case Study of the Rock Springs Massacre in Digital Collections,Ruohua Han,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891","metadata, digital collections, archival silence"
2022,122,Making Risk Modeling Accessible With DiAGRAM,Pauline Descheemaeker,"The National Archives, UK",United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","web accessibility, risk modeling"
2023,8173,Publishing Agricultural Data From the Morrow Plots: the Value and Logistics of Preserving a Long-Term Research Experiment,Sandi L. Caldrone,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891","data, agriculture, archives, curation, collaboration"
2022,122,Making Risk Modeling Accessible With DiAGRAM,Alexandra Leigh,University of London / The National Archives,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","web accessibility, risk modeling"
2023,8173,Publishing Agricultural Data From the Morrow Plots: the Value and Logistics of Preserving a Long-Term Research Experiment,Sarah C. Williams,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891","data, agriculture, archives, curation, collaboration"
2023,7513,PDF/mail: From Theory Towards Practice,Tom Habing,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891",Email; File Format; Specification Development; Software; Metadata
2023,6322,Metadata That Excludes: A Case Study of the Rock Springs Massacre in Digital Collections,Yingying Han,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891","metadata, digital collections, archival silence"
2022,123,Using ePADD for Email Preservation: Implementing the ePADD+ Project Enhancements,Tricia Patterson,Harvard University,United States,37.09024,-95.712891,"37.09024, -95.712891","email, preservation, open source, collaboration, sustainability"
2022,123,Using ePADD for Email Preservation: Implementing the ePADD+ Project Enhancements,Sally DeBauche,Stanford University,United States,37.09024,-95.712891,"37.09024, -95.712891","email, preservation, open source, collaboration, sustainability"
2022,123,Using ePADD for Email Preservation: Implementing the ePADD+ Project Enhancements,Ian Gifford,University of Manchester,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","email, preservation, open source, collaboration, sustainability"
2022,124,Green Goes with Anything: Decreasing Environmental Impact of Digital Libraries at Virginia Tech,Alan Munshower,Virginia Tech,United States,37.09024,-95.712891,"37.09024, -95.712891","sustainability, digital libraries, digital preservation, archives, appraisal"
2023,3582,Embedding Preservability: Iframes in Complex Scholarly Publications,Scott Witmer,University of Michigan Library,United States,37.09024,-95.712891,"37.09024, -95.712891","websites, publishing, publications"
2023,4076,Introducing Tabula: The University of Minnesota Libraries Digital Preservation System,Carol Kussmann,University of Minnesota Libraries,United States,37.09024,-95.712891,"37.09024, -95.712891","digital preservation, digital preservation system, libraries, implementation"
2023,6372,Community is We: Modeling Collective Action as a Framework for Digital Preservation,Alexandra Chassanoff,University of North Carolina Chapel Hill,United States,37.09024,-95.712891,"37.09024, -95.712891",Best practices; education; collaboration; shared research
2022,124,Green Goes with Anything: Decreasing Environmental Impact of Digital Libraries at Virginia Tech,Alex Kinnaman,Virginia Tech,United States,37.09024,-95.712891,"37.09024, -95.712891","sustainability, digital libraries, digital preservation, archives, appraisal"
2022,125,A Digital Preservation Wikibase,Katherine Thornton,Yale University Library,United States,37.09024,-95.712891,"37.09024, -95.712891","Wikibase, Wikidata, software metadata, Shape Expressions, Semantic Web"
2022,125,A Digital Preservation Wikibase,Kenneth Seals-Nutt,Yale University Library,United States,37.09024,-95.712891,"37.09024, -95.712891","Wikibase, Wikidata, software metadata, Shape Expressions, Semantic Web"
2022,127,Cultivating the Scientific Data of the Morrow Plots: Visualization and Data Curation for a Long-term Agricultural Experiment,Bethany G. Anderson,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891","data, agriculture, archives, curation, visualization"
2023,3824,Content-Based Characterization of the End of Term Web Archive,Kristy Phillips,University of North Texas,United States,37.09024,-95.712891,"37.09024, -95.712891","web archives, End of Term Web Archive, WARC Metadata Sidecar"
2023,3824,Content-Based Characterization of the End of Term Web Archive,Mark Phillips,University of North Texas,United States,37.09024,-95.712891,"37.09024, -95.712891","web archives, End of Term Web Archive, WARC Metadata Sidecar"
2022,127,Cultivating the Scientific Data of the Morrow Plots: Visualization and Data Curation for a Long-term Agricultural Experiment,Heidi J. Imker,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891","data, agriculture, archives, curation, visualization"
2022,127,Cultivating the Scientific Data of the Morrow Plots: Visualization and Data Curation for a Long-term Agricultural Experiment,Hoa Luong,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891","data, agriculture, archives, curation, visualization"
2023,674,Repository Staff Perspectives on the Benefits of Trustworthy Digital Repository Certification,Rebecca D. Frank,University of Tennessee,United States,37.09024,-95.712891,"37.09024, -95.712891","Digital Preservation, Trustworthy Digital Repositories, ISO 16363, TRAC, Repository Assessment"
2022,127,Cultivating the Scientific Data of the Morrow Plots: Visualization and Data Curation for a Long-term Agricultural Experiment,Joshua Henry,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891","data, agriculture, archives, curation, visualization"
2023,125,Preserving online journalistic content in disruptive times: The case of collection.news,Lok Hei Lui,University of Toronto,Canada,56.130366,-106.346771,"56.130366, -106.346771","collection.news, archives-at-risk, authoritarianism, community archives, Hong Kong"
2022,127,Cultivating the Scientific Data of the Morrow Plots: Visualization and Data Curation for a Long-term Agricultural Experiment,Kelli Trei,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891","data, agriculture, archives, curation, visualization"
2022,127,Cultivating the Scientific Data of the Morrow Plots: Visualization and Data Curation for a Long-term Agricultural Experiment,Sandi L. Caldrone,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891","data, agriculture, archives, curation, visualization"
2022,127,Cultivating the Scientific Data of the Morrow Plots: Visualization and Data Curation for a Long-term Agricultural Experiment,Sarah C. Williams,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891","data, agriculture, archives, curation, visualization"
2022,129,Do We Really Know Our Data? Toward a Methodology for Assessing Preservation Sustainability and Improving PAIMAS Negotiations via Characterization,Tom J. Smyth,Library and Archives Canada,Canada,56.130366,-106.346771,"56.130366, -106.346771","file format policy, preservation planning, risk assessment, preservation sustainability, PRONOM"
2022,132,EVALUATING DIGITAL PRESERVATION CAPABILITY WITH LARGE AT-RISK COLLECTIONS: Lessons learnt from preserving the NVA Archive,Clare Paterson,University of Glasgow,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Digital preservation, at-risk collections, cultural heritage, University archives"
2022,132,EVALUATING DIGITAL PRESERVATION CAPABILITY WITH LARGE AT-RISK COLLECTIONS: Lessons learnt from preserving the NVA Archive,Emma Yan,University of Glasgow,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Digital preservation, at-risk collections, cultural heritage, University archives"
2022,132,EVALUATING DIGITAL PRESERVATION CAPABILITY WITH LARGE AT-RISK COLLECTIONS: Lessons learnt from preserving the NVA Archive,Leo Konstantelos,University of Glasgow,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Digital preservation, at-risk collections, cultural heritage, University archives"
2022,133,RESILIENCE OF INTERNET ART SUPPORTED BY EXECUTABLE ARCHIVE PRINCIPLES Case-study of Flash & VMRL Artwork,Natasa Milic-Frayling,Intact Digital Ltd,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Internet art, VRML, Cortona3D, Flash"
2022,133,RESILIENCE OF INTERNET ART SUPPORTED BY EXECUTABLE ARCHIVE PRINCIPLES Case-study of Flash & VMRL Artwork,Michael Takeo Magruder,Takeo.org,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Internet art, VRML, Cortona3D, Flash"
2022,135,"Vault: Building an Extensible, Affordable Digital Preservation & Repository Service",Jefferson Bailey,Internet Archives,United States,37.09024,-95.712891,"37.09024, -95.712891","digital preservation, product development, archiving, open infrastructure, sustainability"
2022,136,"Welcome to Fedora 6.0: Features, Migration Support & Integrations for Community Use Cases",Arran Griffith,LYRASIS,Canada,56.130366,-106.346771,"56.130366, -106.346771","Fedora, Repository, Open Source, Migrations"
2022,136,"Welcome to Fedora 6.0: Features, Migration Support & Integrations for Community Use Cases",Daniel Bernstein,LYRASIS,United States,37.09024,-95.712891,"37.09024, -95.712891","Fedora, Repository, Open Source, Migrations"
2023,1216,The Rematriation Project: Building Capacity for Community Digital Archiving in Northwest Alaska,Cana Uluak Itchuaqiyaq,Virginia Tech,United States,37.09024,-95.712891,"37.09024, -95.712891","Community Archives, Preservation, Indigenous Data Sovereignty, Capacity Building, Equitable Research"
2023,1216,The Rematriation Project: Building Capacity for Community Digital Archiving in Northwest Alaska,Erin Yunes,Virginia Tech,United States,37.09024,-95.712891,"37.09024, -95.712891","Community Archives, Preservation, Indigenous Data Sovereignty, Capacity Building, Equitable Research"
2023,1216,The Rematriation Project: Building Capacity for Community Digital Archiving in Northwest Alaska,Kara Long,Virginia Tech,United States,37.09024,-95.712891,"37.09024, -95.712891","Community Archives, Preservation, Indigenous Data Sovereignty, Capacity Building, Equitable Research"
2022,139,"Feasible, Adaptable and Shared: A call for a community framework for implementing ML and AI",Abigail Potter,Library of Congress,United States,37.09024,-95.712891,"37.09024, -95.712891","Community guidelines, machine learning, artificial intelligence, transparency, experimentation"
2023,375,2013 - 2023: A Review of Ten Years of Email Archiving in France,Marion Ville,Vitam Program,France,46.227638,2.213749,"46.227638, 2.213749","Email archiving, Appraisal, Preserving email, Tools, Proof of concept"
2023,9461,Volumetric Video for Preservation: Exploring the Possibilities and Challenges for Immersive BIPOC Storytelling,Sven Bliedung von der Heide,Volucap GmbH,Germany,51.165691,10.451526,"51.165691, 10.451526","volumetric video, immersive media, digital storytelling, inclusion, preservation"
2022,139,"Feasible, Adaptable and Shared: A call for a community framework for implementing ML and AI",Eileen Jakeway Manchester,Library of Congress,United States,37.09024,-95.712891,"37.09024, -95.712891","Community guidelines, machine learning, artificial intelligence, transparency, experimentation"
2023,2996,Server-Side Web Archiving Using ReproZip-Web,Ilya Kreymer,Webrecorder Software,United States,37.09024,-95.712891,"37.09024, -95.712891","Dynamic web archiving, Server-side web archiving, ReproZip-Web, Webrecorder"
2023,9461,Volumetric Video for Preservation: Exploring the Possibilities and Challenges for Immersive BIPOC Storytelling,Rashida Braggs,Williams College,United States,37.09024,-95.712891,"37.09024, -95.712891","volumetric video, immersive media, digital storytelling, inclusion, preservation"
2023,2007,Creating Digital Preservation Plans: Leveraging Expertise Across Your Organization,Jeanne Kramer-Smyth,World Bank Group Archives,United States,37.09024,-95.712891,"37.09024, -95.712891","digital preservation, leveraging expertise, digital preservation planning"
2023,2007,Creating Digital Preservation Plans: Leveraging Expertise Across Your Organization,Sherrine Thompson,World Bank Group Archives,United States,37.09024,-95.712891,"37.09024, -95.712891","digital preservation, leveraging expertise, digital preservation planning"
2023,2007,Creating Digital Preservation Plans: Leveraging Expertise Across Your Organization,Thomas Gkremo,World Bank Group Archives,United States,37.09024,-95.712891,"37.09024, -95.712891","digital preservation, leveraging expertise, digital preservation planning"
2022,139,"Feasible, Adaptable and Shared: A call for a community framework for implementing ML and AI",Jamie Mears,Library of Congress,United States,37.09024,-95.712891,"37.09024, -95.712891","Community guidelines, machine learning, artificial intelligence, transparency, experimentation"
2022,139,"Feasible, Adaptable and Shared: A call for a community framework for implementing ML and AI",Meghan Ferriter,Library of Congress,United States,37.09024,-95.712891,"37.09024, -95.712891","Community guidelines, machine learning, artificial intelligence, transparency, experimentation"
2022,140,"Scalable Curation of Email with Open-Source Tools: Review, Appraisal, and Triage of Mail (RATOM)",Christopher Lee,University of North Carolina Chapel Hill,United States,37.09024,-95.712891,"37.09024, -95.712891",0
2022,140,"Scalable Curation of Email with Open-Source Tools: Review, Appraisal, and Triage of Mail (RATOM)",Kam Wood,University of North Carolina Chapel Hill,United States,37.09024,-95.712891,"37.09024, -95.712891",0
2022,141,Caring for Born Digital Video Camera Original Formats: Considering Intentional Change,Crystal Sanchez,Smithsonian Institution,United States,37.09024,-95.712891,"37.09024, -95.712891",born digital; digital preservation; file-based; video production
2022,142,A DECADE OF TRUSTWORTHY DIGITAL REPOSITORY CERTIFICATION: YET THERE WAS ONE,David Walls,U.S. Government Publishing Office,United States,37.09024,-95.712891,"37.09024, -95.712891","trustworthy, digital repositories, audit, certification, standards"
2023,1741,EaaSI preservation of Mobile Applications,Euan Cochrane,Yale University Library,United States,37.09024,-95.712891,"37.09024, -95.712891","emulation, mobile, apps, applications"
2023,2279,"Establishing an Open-Source Package “Archive""",Euan Cochrane,Yale University Library,United States,37.09024,-95.712891,"37.09024, -95.712891","emulation, software preservation,"
2023,4639,Long-Term Preservation of a Software Execution State,Euan Cochrane,Yale University Library,United States,37.09024,-95.712891,"37.09024, -95.712891","Emulation, Program Snapshots"
2022,142,A DECADE OF TRUSTWORTHY DIGITAL REPOSITORY CERTIFICATION: YET THERE WAS ONE,Jessica Tieman,U.S. Government Publishing Office,United States,37.09024,-95.712891,"37.09024, -95.712891","trustworthy, digital repositories, audit, certification, standards"
2023,4629,Multilingual Labels for Digital Preservation,Katherine Thornton,Yale University Library,United States,37.09024,-95.712891,"37.09024, -95.712891","Wikidata, Semantic Web, multilingual data, knowledge graph subsets"
2022,142,A DECADE OF TRUSTWORTHY DIGITAL REPOSITORY CERTIFICATION: YET THERE WAS ONE,Lisa LaPlant,U.S. Government Publishing Office,United States,37.09024,-95.712891,"37.09024, -95.712891","trustworthy, digital repositories, audit, certification, standards"
2023,4629,Multilingual Labels for Digital Preservation,Kenneth Seals-Nutt,Yale University Library,United States,37.09024,-95.712891,"37.09024, -95.712891","Wikidata, Semantic Web, multilingual data, knowledge graph subsets"
2022,144,‘Practical’ Vs. ‘Exemplary’ Sustainability: Is There a Right Way to Archive Email?,Christopher Prom,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891","Email Archiving, Sustainability, Community"
2022,144,‘Practical’ Vs. ‘Exemplary’ Sustainability: Is There a Right Way to Archive Email?,Ruby Martinez,University of Illinois Urbana-Champaign,United States,37.09024,-95.712891,"37.09024, -95.712891","Email Archiving, Sustainability, Community"
2022,144,‘Practical’ Vs. ‘Exemplary’ Sustainability: Is There a Right Way to Archive Email?,Christopher Lee,University of North Carolina Chapel Hill,United States,37.09024,-95.712891,"37.09024, -95.712891","Email Archiving, Sustainability, Community"
2022,,The Climate Crisis and New Paradigms For Digital Access,James Baker,University of Southampton,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Sustainability, access, community, humanities"
2022,,The Climate Crisis and New Paradigms For Digital Access,Rachel MacGregor,University of Warwick,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Sustainability, access, community, humanities"
2022,,The Climate Crisis and New Paradigms For Digital Access,Anna McNally,University of Westminster,United Kingdom,55.378051,-3.435973,"55.378051, -3.435973","Sustainability, access, community, humanities"
